1;299737;25.902000;0.000000;25.902000;0.000000
2;298451;4.683000;0.000000;4.683000;0.000000
3;296699;10.087000;0.000000;10.087000;0.000000
4;292206;119.444000;0.000000;119.444000;0.000000
5;291130;19.465000;0.000000;19.465000;0.000000
6;290428;27.159000;0.000000;27.159000;0.000000
7;289963;18.202000;0.000000;18.202000;0.000000
8;286039;2.078000;0.000000;2.078000;0.000000
9;280904;17.093000;0.000000;17.093000;0.000000
10;279608;15.273000;0.000000;15.273000;0.000000
11;279092;14.372000;0.000000;14.372000;0.000000
12;276854;620.750000;0.000000;620.750000;0.000000
13;266234;102.939003;0.000000;102.939003;0.000000
14;264739;17.340000;0.000000;17.340000;0.000000
15;254006;12.445000;0.000000;12.445000;0.000000
16;253146;24.959000;0.000000;24.959000;0.000000
17;252194;6.628000;0.000000;6.628000;0.000000
18;250528;2.735000;0.000000;2.735000;0.000000
19;250171;35.147999;0.000000;35.147999;0.000000
20;248472;4.505000;0.000000;4.505000;0.000000
21;247007;3.006000;0.000000;3.006000;0.000000
22;245060;31.733999;0.000000;31.733999;0.000000
23;244408;5.534000;0.000000;5.534000;0.000000
24;240384;5.958000;0.000000;5.958000;0.000000
25;240365;73.350998;0.000000;73.350998;0.000000
26;240131;45.589001;0.000000;45.589001;0.000000
27;239103;68.842003;0.000000;68.842003;0.000000
28;232535;4.092000;0.000000;4.092000;0.000000
29;230035;15.498000;0.000000;15.498000;0.000000
30;229137;17.362000;0.000000;17.362000;0.000000
31;226175;6.242000;0.000000;6.242000;0.000000
32;225203;3.931000;0.000000;3.931000;0.000000
33;224933;19.938000;0.000000;19.938000;0.000000
34;221340;4.611000;0.000000;4.611000;0.000000
35;213967;47.771000;0.000000;47.771000;0.000000
36;213192;7.702000;0.000000;7.702000;0.000000
37;213089;14.110000;0.000000;14.110000;0.000000
38;210811;2.547000;0.000000;2.547000;0.000000
39;208513;4.009000;0.000000;4.009000;0.000000
40;207426;16.707001;0.000000;16.707001;0.000000
41;200615;33.421001;0.000000;33.421001;0.000000
42;200225;2.203000;0.000000;2.203000;0.000000
43;194259;16.124001;0.000000;16.124001;0.000000
44;192285;11.515000;0.000000;11.515000;0.000000
45;191057;18.327000;0.000000;18.327000;0.000000
46;178769;58.507000;0.000000;58.507000;0.000000
47;174572;2.456000;0.000000;2.456000;0.000000
48;171108;19.233000;0.000000;19.233000;0.000000
49;164320;7.901000;0.000000;7.901000;0.000000
50;0;0.000000;0.000000;0.000000;0.000000
